						
						
						
WinLoc	SILID	Nominal Unicode Mapping	Other possible CP1252 locations	Mapping Comments	Nominal Non-spacing Mappings	Non-spacing Mapping Comments
X216	7419	0275		"See also U+00F8. Unicode does not support any character corresponding to Encore glyph SILID 7419 that is distinct from U+0275 and U+00F8. If a distinct character is required, 7419 should be mapped to U+A74B."		
X159	7513	PUA		We should attempt to get it added to Unicode before considering encoding it using the combining overlays U+0335 or U+0336.		
X231	7519	1D7D		New in Unicode 4.1.		
X055	8003	0243		New in Unicode 5.0
X082	8005	0110		"Encore glyph SILID 8005 could potentially be mapped to any of three characters with equal validity: U+00D0 LATIN CAPITAL LETTER ETH, U+0110 LATIN CAPITAL LETTER D WITH STROKE, and U+0189 LATIN CAPITAL LETTER AFRICAN D. These use exactly the same glyph, and differ only by their lowercase equivalents, U+00F0 LATIN SMALL LETTER ETH, U+0111 LATIN SMALL LETTER D WITH STROKE and U+0256 LATIN SMALL LETTER D WITH TAIL."		
X151	8011	0197				
X161	8013	0248		New in Unicode 5.0
X185	8015	023D		New in Unicode 4.1.		
Y048	8023	0160				
Y074	8027	0244		New in Unicode 5.0
Y138	8034	017D				
X076	8105	00F0		See also U+2202.		
V122	8115	2C62		New in Unicode 5.0
X184	8215	0141				
Wn216	8219	00D8		See also U+2205.		
V049	8418	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V053	8419	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V057	8420	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V061	8421	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V065	8422	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V069	8423	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V073	8424	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V077	8425	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V081	8426	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V085	8427	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V089	8428	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V093	8429	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V097	8430	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V101	8431	002D	"96,97,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
V050	8518	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
